564;7;k0BWlvnBmIE;3;Katy Perry;7;wide awake;complete;complete;509;Need nothing to __ myself, no;3-4;123260;128000;4740;1;0
852;36;Ys7-6_t7OEQ;14;Justin Bieber;37;beauty and a beat;complete;complete;2422;Who can make my life __;3-4;142920;145900;2980;1;0
853;36;Ys7-6_t7OEQ;14;Justin Bieber;37;beauty and a beat;complete;complete;2438;Who can make my life __;3-4;249710;254680;4970;1;0
854;36;Ys7-6_t7OEQ;14;Justin Bieber;37;beauty and a beat;complete;complete;2453;Who can make my life __;3-4;309990;315730;5740;1;0
855;474;Ve9cBwI-pAg;36;Lily Allen;83;somewhere only we know;complete;complete;10447;Sat by the river, and it made me __;3-4;39230;44820;5590;0;0
856;253;gxEPV4kolz0;420;Billy Joel;259;piano man;complete;complete;12826;But it's sad and it's sweet and I knew it __;3-4;64460;68430;3970;0;0
