661;523;XgFiWGIVP6s;2440;Sevyn Streeter;792;it won't stop;breath;breath;42271;You take my __, away from me;3-4;180560;182430;1870;1;0
662;527;EHkozMIXZ8w;2443;Eminem;796;the monster;breath;breath;42464;You're trying to save me, stop holding your __;3-4;8350;12520;4170;1;0
663;527;EHkozMIXZ8w;2443;Eminem;796;the monster;breath;breath;42486;You're trying to save me, stop holding your __;3-4;60430;64700;4270;1;0
664;527;EHkozMIXZ8w;2443;Eminem;796;the monster;breath;breath;42512;You're trying to save me, stop holding your __;3-4;130310;134600;4290;1;0
665;527;EHkozMIXZ8w;2443;Eminem;796;the monster;breath;breath;42538;You're trying to save me, stop holding your __;3-4;202230;206550;4320;1;0
666;527;EHkozMIXZ8w;2443;Eminem;796;the monster;breath;breath;42543;You're trying to save me, stop holding your __;3-4;219290;223000;3710;1;0
667;583;MbtajuiuLMU;2412;Maroon 5;907;if i never see your face again;breath;breath;49060;But you feel my __ on your neck;3-4;45410;48820;3410;0;0
668;583;MbtajuiuLMU;2412;Maroon 5;907;if i never see your face again;breath;breath;49072;But you feel my __ on your neck;3-4;104330;107490;3160;0;0
669;657;qdo_-U4PEsk;3092;Clean Bandit & Jess Glynne;2088;Real love;breath;breath;109105;Held my __, 'cause I believe;3-4;155560;159320;3760;0;0
670;665;WJCsyLUCSXI;2584;Ashlee Simpson;1146;pieces of me;breath;breath;63452;I can hardly catch my __;3-4;32460;34970;2510;0;0
