1511;38;RbtPXFlZlHg;2396;Jason Derulo;741;talk dirty;language;language;38942;Been around the world, don't speak the __;5-6;29600;32410;2810;1;0
1512;38;RbtPXFlZlHg;2396;Jason Derulo;741;talk dirty;language;language;38958;Been around the world, don't speak the __;5-6;77210;80430;3220;1;0
1513;38;RbtPXFlZlHg;2396;Jason Derulo;741;talk dirty;language;language;38984;Been around the world, don't speak the __;5-6;143520;146270;2750;1;0
1514;579;iy4mXZN1Zzk;2479;Robbie Williams;898;feel;language;language;48457;My head speaks a __;5-6;36320;41390;5070;0;0
