QjlFqgRbICY,Kendrick Lamar,A.D.H.D,listen,That the world is bout to end who gives a ****? we never do __,43820,47370,3550,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
kn6-c223DUU,B.O.B,Airplanes,listened,And back when ain't nobody __ to my mix tape,114580,117140,2560,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
XSbZidsgMfw,Tyler The Creator,Yonkers,listening,"(****) Tell him all your problems, he's ****ing awesome with __",45790,73660,27870,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
JaAWdljhD5o,Awolnation,Sail,listening,Maybe I'm not __,117770,121710,3940,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
ghb6eDopW8I,Of Monsters And Men,Little Talks,listen,Don't __ to a word I say,112110,114960,2850,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
ghb6eDopW8I,Of Monsters And Men,Little Talks,listen,Don't __ to a word I say,186430,189920,3490,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
ghb6eDopW8I,Of Monsters And Men,Little Talks,listen,Don't __ to a word I say,205690,208800,3110,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
DiEwJTOderQ,Passion Pit,Carried Away,Listen,"__, I'm your friend, don't quote me",31540,33860,2320,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
DiEwJTOderQ,Passion Pit,Carried Away,Listen,"__, I don't really know you",95570,97850,2280,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
FC3y9llDXuM,Wheatus,Teenage Dirtbag,Listen,"__ to Iron Maiden, baby, with me,  Oh",50710,72310,21600,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
FC3y9llDXuM,Wheatus,Teenage Dirtbag,Listen,"__ to Iron Maiden, baby, with me,  Oh",107670,120470,12800,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
O-zpOMYRi0w,Iggy Azalea,Fancy,Listen,"__ to this jam, show 'em what you got",0,5630,5630,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
iS1g8G_njx8,Ariana Grande,Problem,listening,I'm __ to you knowin',133600,134540,940,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,listen,"Yeah, __ up",144430,146230,1800,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
xKkb13IU_DE,Kid Ink,Show Me,listen,Don't __ to the hype though,47910,49520,1610,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
xKkb13IU_DE,Kid Ink,Show Me,Listen,"__, let go of the attention",122260,124120,1860,1,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
bcWWArLFgys,One Direction,Midnight Memories,listen,People talk shh but we don't __,21250,24630,3380,0,Feature_Has_Phonemes_S_Ah0_N_Spelled_Sten,endings_sten_stle,word_endings,,,,,,
k0BWlvnBmIE,Katy Perry,Wide Awake,Castles,__ crumbling,135740,138650,2910,0,Feature_Has_Phonemes_S_Ah0_L_Spelled_Stle,endings_sten_stle,word_endings,,,,,,
